,address/zipcode
1545,10466.0
1546,10466.0
1548,10469.0
1550,10466.0
1551,10469.0
1552,10466.0
1553,10469.0
1554,10469.0
1555,10469.0
1556,10469.0
1557,10466.0
1558,10466.0
1559,10469.0
1560,10469.0
1562,10469.0
1563,10466.0
1564,10466.0
1565,10466.0
1566,10475.0
1567,10466.0
1568,10466.0
1569,10466.0
1571,10466.0
1572,10466.0
1577,10469.0
1578,10466.0
1579,10469.0
1580,10469.0
1581,10469.0
1587,10469.0
1589,10469.0
1591,10466.0
1592,10466.0
1595,10466.0
1596,10466.0
1597,10469.0
1598,10469.0
1600,10464.0
1601,10464.0
1602,10466.0
1605,10466.0
1608,10475.0
1609,10475.0
1611,10466.0
1612,10469.0
1613,10469.0
1618,10466.0
1619,10466.0
1621,10466.0
1622,10466.0
1623,10475.0
1625,10475.0
1628,10466.0
1629,10466.0
1631,10469.0
1633,10469.0
1634,10469.0
1635,10469.0
1638,10466.0
1640,10466.0
1641,10466.0
1642,10466.0
1643,10469.0
1644,10469.0
1645,10466.0
1646,10466.0
1649,10466.0
1650,10466.0
1651,10469.0
1654,10466.0
1655,10475.0
1656,10466.0
1657,10466.0
1658,10469.0
1659,10466.0
1660,10466.0
1662,10466.0
1664,10466.0
1666,10466.0
1669,10475.0
1670,10475.0
1671,10469.0
1672,10469.0
1674,10466.0
1675,10466.0
1676,10469.0
1679,10466.0
1680,10469.0
1681,10469.0
1686,10469.0
1687,10469.0
1689,10469.0
1690,10469.0
1696,10469.0
1697,10469.0
1698,10469.0
1699,10469.0
1700,10469.0
1701,10469.0
1702,10469.0
1703,10469.0
1704,10469.0
1705,10466.0
1706,10469.0
1707,10466.0
1708,10466.0
1711,10466.0
1719,10469.0
1720,10469.0
1721,10469.0
1722,10469.0
1723,10469.0
1724,10475.0
1725,10475.0
1726,10475.0
1727,10475.0
1728,10475.0
1729,10469.0
1730,10469.0
1731,10469.0
1732,10469.0
1733,10475.0
1739,10475.0
1740,10469.0
1741,10469.0
1742,10469.0
1743,10466.0
1744,10466.0
1745,10475.0
1746,10466.0
1747,10466.0
1748,10466.0
1749,10466.0
1750,10469.0
1751,10466.0
1753,10466.0
1754,10466.0
1755,10469.0
1756,10469.0
1757,10466.0
1758,10469.0
1759,10469.0
1761,10469.0
1774,10475.0
1775,10475.0
1776,10475.0
1777,10475.0
1778,10475.0
1779,10475.0
1810,10475.0
1811,10475.0
1813,10475.0
1814,10475.0
1815,10475.0
1816,10475.0
1817,10475.0
1818,10475.0
1819,10475.0
1820,10475.0
1821,10475.0
1822,10469.0
1823,10469.0
1824,10469.0
1825,10469.0
1826,10469.0
1827,10469.0
1833,10469.0
1835,10475.0
1836,10466.0
1837,10475.0
1838,10466.0
1839,10475.0
1840,10469.0
1846,10466.0
1847,10475.0
1848,10466.0
1849,10475.0
1850,10466.0
1851,10466.0
1852,10475.0
1853,10466.0
1860,10466.0
1861,10466.0
1862,10466.0
1863,10466.0
1864,10466.0
1865,10466.0
1872,10466.0
1873,10466.0
1874,10466.0
1875,10466.0
1876,10466.0
1877,10466.0
1878,10466.0
1879,10466.0
1880,10466.0
1881,10469.0
1882,10469.0
1884,10469.0
1888,10475.0
1889,10466.0
1890,10475.0
1891,10466.0
1892,10466.0
1893,10466.0
1894,10466.0
1899,10466.0
1902,10466.0
1914,10469.0
1916,10469.0
1917,10469.0
1918,10469.0
1919,10469.0
1920,10469.0
1921,10475.0
1922,10475.0
1923,10475.0
1924,10475.0
1925,10475.0
1926,10475.0
1932,10475.0
1945,10469.0
1948,10469.0
1949,10469.0
1950,10469.0
1951,10469.0
1954,10469.0
1968,10466.0
1969,10466.0
1970,10466.0
1971,10466.0
1972,10466.0
1973,10466.0
1974,10466.0
1975,10469.0
1976,10469.0
1977,10466.0
1978,10469.0
1979,10469.0
1980,10469.0
1981,10469.0
1982,10469.0
1983,10469.0
1984,10469.0
1985,10469.0
1986,10469.0
1987,10469.0
1988,10469.0
1989,10475.0
1990,10475.0
1991,10475.0
1992,10475.0
1993,10475.0
1994,10475.0
1995,10475.0
1996,10475.0
2003,10475.0
2006,10475.0
2007,10475.0
2008,10475.0
2009,10475.0
2010,10475.0
2011,10466.0
2012,10466.0
2013,10466.0
2014,10466.0
2015,10466.0
2016,10466.0
2017,10466.0
2018,10466.0
2019,10469.0
2020,10469.0
2021,10469.0
2022,10469.0
2023,10469.0
2024,10469.0
2025,10469.0
2026,10466.0
2027,10469.0
2028,10466.0
2029,10466.0
2030,10466.0
2031,10466.0
2032,10466.0
2033,10469.0
2034,10469.0
2036,10469.0
2037,10469.0
2038,10469.0
2039,10469.0
2040,10469.0
2041,10469.0
2042,10469.0
2043,10469.0
2044,10469.0
2045,10469.0
2046,10469.0
2047,10469.0
2048,10469.0
2049,10466.0
2050,10466.0
2051,10466.0
2052,10466.0
2053,10466.0
2054,10466.0
2055,10466.0
2056,10466.0
2057,10469.0
2059,10469.0
2060,10469.0
2061,10469.0
2062,10469.0
2063,10469.0
2064,10469.0
2065,10469.0
2066,10469.0
2067,10469.0
2068,10469.0
2069,10469.0
2070,10466.0
2071,10466.0
2072,10469.0
2073,10466.0
2074,10466.0
2075,10466.0
2076,10466.0
2077,10466.0
2078,10466.0
2079,10466.0
2080,10466.0
2081,10466.0
2082,10466.0
2083,10466.0
2084,10466.0
2085,10466.0
2086,10469.0
2087,10469.0
2088,10469.0
2089,10469.0
2090,10469.0
2091,10469.0
2092,10469.0
2093,10469.0
2094,10469.0
2095,10466.0
2096,10466.0
2097,10466.0
2098,10466.0
2099,10466.0
2100,10466.0
2101,10466.0
2102,10466.0
2103,10466.0
2104,10466.0
2105,10466.0
2106,10466.0
2107,10466.0
2108,10466.0
2109,10466.0
2110,10466.0
2111,10466.0
2112,10466.0
2113,10469.0
2114,10469.0
2115,10469.0
2116,10469.0
2117,10469.0
2118,10469.0
2119,10469.0
2120,10469.0
2121,10466.0
2122,10466.0
2123,10469.0
2124,10466.0
2125,10466.0
2126,10466.0
2127,10466.0
2128,10466.0
2129,10466.0
2157,10466.0
2158,10466.0
2159,10466.0
2160,10466.0
2161,10466.0
2162,10466.0
2163,10466.0
2164,10466.0
2165,10466.0
2183,10466.0
2184,10466.0
2185,10466.0
2186,10466.0
2187,10466.0
2188,10466.0
2189,10466.0
2190,10466.0
2191,10466.0
2200,10466.0
2201,10466.0
2203,10466.0
2204,10466.0
2205,10466.0
2206,10466.0
2207,10466.0
2208,10469.0
2209,10469.0
2210,10469.0
2211,10466.0
2212,10469.0
2213,10469.0
2214,10469.0
2215,10469.0
2216,10469.0
2217,10466.0
2218,10466.0
2219,10469.0
2220,10466.0
2221,10466.0
2222,10466.0
2223,10466.0
2224,10466.0
2225,10466.0
2226,10466.0
2237,10466.0
2238,10466.0
2239,10466.0
2240,10466.0
2241,10466.0
2242,10466.0
2243,10466.0
2244,10466.0
2245,10466.0
2247,10466.0
2256,10469.0
2257,10469.0
2258,10469.0
2259,10469.0
2260,10469.0
2261,10469.0
2262,10469.0
2263,10469.0
2264,10469.0
2268,10469.0
2274,10469.0
2276,10469.0
2277,10469.0
2278,10469.0
2279,10469.0
2280,10469.0
2281,10469.0
2282,10469.0
2283,10469.0
2284,10469.0
2285,10469.0
2286,10469.0
2287,10469.0
2288,10469.0
2289,10469.0
2290,10469.0
2291,10469.0
2293,10469.0
2300,10466.0
2301,10466.0
2302,10466.0
2305,10466.0
2306,10466.0
2307,10466.0
2308,10466.0
2309,10466.0
2310,10469.0
2311,10469.0
2312,10469.0
2313,10469.0
2314,10469.0
2315,10469.0
2316,10469.0
2317,10469.0
2318,10469.0
2321,10469.0
2329,10469.0
2330,10469.0
2331,10469.0
2332,10469.0
2333,10469.0
2334,10469.0
2335,10469.0
2336,10469.0
2337,10469.0
2338,10469.0
2349,10469.0
2350,10469.0
2351,10469.0
2352,10469.0
2353,10469.0
2354,10469.0
2355,10469.0
2356,10469.0
2357,10469.0
2358,10469.0
2359,10466.0
2360,10466.0
2361,10466.0
2362,10466.0
2363,10469.0
2364,11362.0
2368,11362.0
2369,11362.0
2370,11362.0
2371,11362.0
2373,11362.0
2374,11362.0
2375,11362.0
2378,11362.0
2381,11362.0
2383,11362.0
2384,11362.0
2385,11362.0
2390,11362.0
2392,11362.0
2395,11362.0
2399,11362.0
2400,11362.0
2401,11362.0
2404,10004.0
2406,11231.0
2407,11231.0
2408,11231.0
2409,11231.0
2412,11231.0
2415,11231.0
2416,11231.0
2417,11231.0
2418,11231.0
2425,11231.0
2426,11231.0
2428,11231.0
2431,11231.0
2432,11231.0
2433,11231.0
2434,10314.0
2435,10314.0
2436,10306.0
2437,10306.0
2438,10314.0
2439,10314.0
2440,10306.0
2441,10306.0
2442,10306.0
2443,10314.0
2444,10314.0
2445,10314.0
2446,10306.0
2447,10306.0
2448,10306.0
2449,10314.0
2450,10306.0
2451,10306.0
2452,10306.0
2453,10306.0
2454,10306.0
2455,10314.0
2456,10314.0
2457,10306.0
2458,10314.0
2459,10306.0
2460,10314.0
2461,10314.0
2462,10306.0
2463,10314.0
2464,10314.0
2465,10314.0
2466,10306.0
2467,10306.0
2468,10314.0
2469,10314.0
2470,10314.0
2471,10306.0
2472,10306.0
2476,10306.0
2477,10314.0
2478,10314.0
2479,10306.0
2480,10314.0
2481,10314.0
2482,10306.0
2484,10306.0
2485,10314.0
2486,10314.0
2488,10314.0
2489,10306.0
2493,10314.0
2496,10314.0
2497,10306.0
2498,10314.0
2499,10314.0
2500,10314.0
2502,10314.0
2503,10314.0
2504,10314.0
2505,10314.0
2506,10314.0
2507,10314.0
2508,10306.0
2509,10314.0
2510,10306.0
2511,10314.0
2512,10314.0
2513,10314.0
2515,10314.0
2516,10306.0
2517,10314.0
2518,10306.0
2520,10314.0
2521,10306.0
2522,10314.0
2523,10306.0
2524,10314.0
2525,10306.0
2526,10306.0
2527,10306.0
2531,10314.0
2532,10314.0
2533,10314.0
2534,10314.0
2535,10314.0
2539,10314.0
2540,10306.0
2543,10314.0
2544,10314.0
2545,10314.0
2546,10306.0
2547,10306.0
2548,10314.0
2549,10314.0
2550,10314.0
2551,10314.0
2552,10314.0
2553,10306.0
2554,10314.0
2555,10314.0
2556,10306.0
2558,10314.0
2559,10314.0
2560,10314.0
2561,10314.0
2562,10314.0
2563,10314.0
2564,10314.0
2565,10314.0
2566,10314.0
2568,10314.0
2569,10314.0
2570,10314.0
2571,10314.0
2572,10314.0
2573,10306.0
2574,10314.0
2575,10314.0
2576,10314.0
2577,10314.0
2578,10314.0
2579,10306.0
2580,10306.0
2581,10306.0
2582,10314.0
2584,10314.0
2585,10314.0
2586,10314.0
2588,10306.0
2589,10314.0
2590,10314.0
2591,10314.0
2592,10314.0
2593,10314.0
2594,10314.0
2595,10314.0
2596,10306.0
2597,10306.0
2598,10314.0
2599,10306.0
2600,10306.0
2601,10314.0
2602,10314.0
2603,10314.0
2604,10314.0
2605,10314.0
2607,10314.0
2608,10314.0
2610,10306.0
2611,10306.0
2612,10306.0
2613,10314.0
2614,10314.0
2615,10306.0
2616,10306.0
2617,10306.0
2618,10314.0
2619,10314.0
2620,10314.0
2621,10306.0
2622,10314.0
2623,10314.0
2624,10314.0
2625,10314.0
2626,10314.0
2627,10306.0
2628,10314.0
2629,10314.0
2630,10314.0
2631,10306.0
2632,10306.0
2633,10314.0
2634,10314.0
2635,10306.0
2636,10314.0
2637,10314.0
2638,10306.0
2639,10306.0
2640,10314.0
2641,10314.0
2642,10314.0
2644,10314.0
2645,10306.0
2646,10314.0
2647,10314.0
2648,10314.0
2649,10314.0
2650,10314.0
2651,10306.0
2652,10314.0
2653,10314.0
2654,10314.0
2655,10314.0
2656,10306.0
2659,10314.0
2660,10306.0
2662,10314.0
2663,10314.0
2664,10306.0
2665,10306.0
2666,10306.0
2668,10314.0
2670,10314.0
2673,10314.0
2674,10306.0
2675,10314.0
2676,10314.0
2677,10306.0
2678,10306.0
2679,10306.0
2682,10306.0
2683,10306.0
2684,10306.0
2685,10314.0
2686,10314.0
2687,10314.0
2688,10314.0
2689,10314.0
2690,10314.0
2691,10314.0
2692,10306.0
2694,10314.0
2696,10306.0
2698,10306.0
2699,10306.0
2700,10314.0
2702,10306.0
2703,10306.0
2704,10314.0
2706,10314.0
2707,10314.0
2708,10314.0
2710,10314.0
2711,10314.0
2712,10306.0
2713,10306.0
2714,10314.0
2715,10306.0
2717,10306.0
2718,10306.0
2719,10314.0
2720,10314.0
2721,10306.0
2722,10314.0
2723,10314.0
2725,10306.0
2726,10306.0
2727,10314.0
2728,10314.0
2729,10306.0
2730,10314.0
2731,10306.0
2732,10314.0
2733,10314.0
2734,10314.0
2736,10314.0
2737,10314.0
2738,10306.0
2739,10306.0
2742,10314.0
2744,10306.0
2745,10314.0
2746,10314.0
2747,10306.0
2748,10314.0
2749,10314.0
2750,10306.0
2751,10314.0
2752,10306.0
2753,10314.0
2754,10314.0
2755,10306.0
2756,10314.0
2757,10314.0
2758,10314.0
2760,10314.0
2761,10314.0
2762,10314.0
2763,10314.0
2764,10306.0
2766,10314.0
2767,10306.0
2768,10314.0
2769,10314.0
2770,10314.0
2771,10306.0
2772,10306.0
2773,10314.0
2774,10314.0
2775,10306.0
2777,10306.0
2778,10314.0
2779,10314.0
2780,10314.0
2782,10314.0
2783,10306.0
2784,10314.0
2785,10314.0
2786,10306.0
2787,10314.0
2788,10314.0
2789,10306.0
2790,10314.0
2791,10306.0
2794,10314.0
2795,10306.0
2796,10314.0
2799,10306.0
2800,10314.0
2802,10306.0
2803,10306.0
2804,10314.0
2805,10314.0
2806,10314.0
2807,10314.0
2808,10314.0
2809,10314.0
2810,10314.0
2811,10314.0
2813,10314.0
2814,10314.0
2815,10314.0
2816,10314.0
2818,10306.0
2822,10314.0
2823,10314.0
2824,10314.0
2825,10306.0
2826,10306.0
2827,10306.0
2828,10314.0
2830,10314.0
2831,10306.0
2832,10314.0
2833,10314.0
2834,10306.0
2835,10314.0
2836,10306.0
2837,10314.0
2838,10306.0
2839,10314.0
2840,10314.0
2841,10314.0
2842,10306.0
2843,10306.0
2844,10314.0
2846,10306.0
2847,10314.0
2848,10306.0
2850,10314.0
2851,10314.0
2852,10314.0
2853,10314.0
2854,10314.0
2855,10314.0
2856,10314.0
2857,10314.0
2858,10314.0
2860,10314.0
2861,10314.0
2862,10314.0
2863,10314.0
2864,10314.0
2865,10314.0
2866,10314.0
2867,10314.0
2868,10314.0
2869,10314.0
2870,10314.0
2871,10314.0
2872,10314.0
2873,10314.0
2874,10314.0
2875,10314.0
