,address/zipcode
19497,11004.0
19499,11001.0
19502,11001.0
19503,11004.0
19504,11426.0
19505,11001.0
19506,11001.0
19508,11001.0
19510,11001.0
19511,11426.0
19513,11004.0
19515,11004.0
19516,11001.0
19517,11001.0
19519,11001.0
19521,11426.0
19524,11426.0
19525,11001.0
19526,11004.0
19527,11040.0
19528,11004.0
19531,11001.0
19532,11004.0
19533,11004.0
19536,11426.0
19537,11001.0
19540,11001.0
19541,11426.0
19543,11004.0
19547,11001.0
19549,11004.0
19553,11004.0
19554,11001.0
19556,11004.0
19559,11001.0
19561,11426.0
19564,11004.0
19567,11004.0
19569,11001.0
19572,11001.0
19573,11004.0
19578,11001.0
19579,11004.0
19581,11426.0
19584,11001.0
19585,11004.0
19586,11004.0
19587,11004.0
19588,11426.0
19591,11426.0
19592,11004.0
19595,11004.0
19596,11004.0
19598,11001.0
19600,11004.0
19602,11001.0
19603,11004.0
19604,11004.0
19605,11004.0
19606,11004.0
19610,11426.0
19612,11001.0
19613,11426.0
19616,11001.0
19617,11004.0
19619,11004.0
19621,11004.0
19622,11040.0
19624,11004.0
19626,11004.0
19628,11001.0
19629,11001.0
19630,11001.0
19633,11004.0
19634,11004.0
19636,11004.0
19637,11004.0
19638,11001.0
19639,11004.0
19641,11040.0
19642,11001.0
19643,11004.0
19644,11004.0
19645,11001.0
19646,11004.0
19647,11004.0
19648,11004.0
19649,11426.0
19651,11004.0
19652,11001.0
19655,11427.0
19665,11423.0
19667,11423.0
19668,11427.0
19669,11423.0
19670,11423.0
19674,11427.0
19678,11427.0
19679,11427.0
19680,11427.0
19681,11427.0
19683,11423.0
19685,11427.0
19686,11427.0
19688,11427.0
19689,11427.0
19693,11427.0
19696,11427.0
19699,11427.0
19700,11427.0
19701,11427.0
19703,11427.0
19707,11427.0
19708,11427.0
19709,11427.0
19710,11427.0
19711,11427.0
19712,11423.0
19713,11427.0
19714,11427.0
19715,11423.0
19718,11427.0
19719,11427.0
19720,11427.0
19721,11427.0
19722,11427.0
19723,11427.0
19724,11427.0
19725,11427.0
19726,11427.0
19727,11427.0
19728,11423.0
19730,11427.0
19731,11427.0
19732,11427.0
19735,11423.0
19736,11423.0
19739,11427.0
19740,11423.0
19741,11427.0
19742,11427.0
19743,11427.0
19744,11423.0
19747,11427.0
19750,11427.0
19752,11427.0
19753,11427.0
19754,11427.0
19755,11423.0
19757,11427.0
19758,11427.0
19761,11427.0
19763,11423.0
19766,11427.0
19767,11423.0
19768,11428.0
19769,11427.0
19771,11427.0
19772,11423.0
19775,11427.0
19776,11423.0
19783,11423.0
19784,11427.0
19786,11427.0
19787,11427.0
19788,11423.0
19791,11427.0
19794,11423.0
19795,11428.0
19796,11423.0
19797,11427.0
19798,11423.0
19801,11423.0
19802,11423.0
19803,11427.0
19808,11423.0
19809,11423.0
19812,11423.0
19814,11423.0
19819,11427.0
19820,11423.0
19821,11427.0
19822,11423.0
19824,11423.0
19827,11427.0
19828,11423.0
19830,11423.0
19831,11427.0
19833,11427.0
19834,11427.0
19840,11427.0
19841,11427.0
19842,11427.0
19844,11427.0
19845,11427.0
19846,11428.0
19847,11428.0
19851,11428.0
19853,11427.0
19854,11427.0
19862,11428.0
19863,11428.0
19865,11428.0
19866,11428.0
19868,11428.0
19874,11427.0
19878,11428.0
19880,11427.0
19883,11428.0
19884,11428.0
19885,11428.0
19888,11428.0
19890,11428.0
19891,11428.0
19893,11428.0
19897,11428.0
19898,11428.0
19901,11428.0
19903,11428.0
19904,11428.0
19905,11427.0
19906,11428.0
19908,11428.0
19909,11428.0
19911,11428.0
19912,11428.0
19913,11428.0
19914,11428.0
19915,11428.0
19916,11428.0
19919,11428.0
19920,11428.0
19921,11428.0
19925,11428.0
19926,11427.0
19928,11428.0
19929,11428.0
19934,11428.0
19937,11428.0
19939,11428.0
19941,11428.0
19944,11428.0
19945,11428.0
19946,11428.0
19947,11428.0
19949,11428.0
19950,11428.0
19955,11428.0
19956,11428.0
19960,11428.0
19961,11428.0
19963,11428.0
19965,11428.0
19966,11427.0
19968,11428.0
19969,11428.0
19970,11428.0
19973,11428.0
19975,11428.0
19976,11428.0
19977,11428.0
19978,11428.0
19981,11428.0
19982,11428.0
19984,11428.0
19989,11428.0
19990,11428.0
19991,11428.0
19992,11428.0
19993,11428.0
19994,11428.0
19996,11427.0
19997,11427.0
19998,11428.0
19999,11428.0
20001,11427.0
20002,11427.0
20003,11428.0
20004,11427.0
20005,11428.0
20006,11428.0
20007,11428.0
20010,11428.0
20012,11427.0
20013,11428.0
20015,11428.0
20018,11428.0
20019,11428.0
20020,11428.0
20022,11428.0
20023,11427.0
20024,11427.0
20025,11427.0
20026,11427.0
20027,11427.0
20028,11427.0
20030,11428.0
20035,11427.0
20036,11428.0
20037,11428.0
20038,11428.0
20040,11427.0
20041,11427.0
20042,11428.0
20046,11427.0
20047,11428.0
20048,11427.0
20049,11427.0
20051,11427.0
20057,11427.0
20058,11427.0
20061,11427.0
20065,11427.0
20067,11428.0
20069,11428.0
20070,11427.0
20071,11427.0
20072,11428.0
20079,11427.0
20082,11428.0
20083,11428.0
20084,11427.0
20086,11427.0
20088,11428.0
20089,11428.0
20092,11427.0
20093,11427.0
20094,11428.0
20095,11427.0
20101,11427.0
20103,11428.0
20105,11427.0
20106,11428.0
20109,11427.0
20113,11427.0
20116,11428.0
20117,11428.0
20119,11427.0
20120,11427.0
20126,11428.0
20127,11428.0
20128,11427.0
20130,11428.0
20132,11428.0
20134,11428.0
20135,11428.0
20136,11428.0
20138,11428.0
20139,11428.0
20140,11428.0
20142,11427.0
20143,11428.0
20145,11427.0
20154,11427.0
20161,11428.0
20162,11427.0
20163,11427.0
20164,11428.0
20166,11427.0
20167,11428.0
20168,11428.0
20169,11428.0
20170,11428.0
20171,11428.0
20173,11428.0
20174,11428.0
20179,11427.0
20180,11427.0
20181,11427.0
20182,11427.0
20183,11427.0
20184,11427.0
20185,11427.0
20186,11427.0
20190,11427.0
20191,11427.0
20197,11428.0
20199,11427.0
20200,11428.0
20201,11428.0
20207,11427.0
20208,11427.0
20209,11427.0
20211,11428.0
20214,11427.0
20215,11428.0
20216,11427.0
20218,11427.0
20220,11427.0
20222,11427.0
20223,11427.0
20224,11428.0
20225,11427.0
20227,11427.0
20229,11427.0
20230,11427.0
20231,11428.0
20233,11427.0
20235,11428.0
20237,11427.0
20239,11428.0
20241,11427.0
20243,11427.0
20244,11428.0
20252,11427.0
20263,11428.0
20267,11427.0
20268,11427.0
20270,11427.0
20271,11427.0
20272,11428.0
20273,11427.0
20274,11427.0
20275,11427.0
20276,11412.0
20279,11412.0
20282,11423.0
20286,11428.0
20287,11423.0
20290,11423.0
20291,11412.0
20292,11412.0
20295,11423.0
20296,11423.0
20297,11423.0
20301,11423.0
20309,11423.0
20310,11412.0
20311,11423.0
20312,11412.0
20313,11412.0
20314,11428.0
20315,11428.0
20316,11412.0
20317,11423.0
20318,11412.0
20321,11423.0
20322,11423.0
20324,11412.0
20326,11423.0
20328,11428.0
20329,11423.0
20332,11412.0
20333,11412.0
20334,11423.0
20335,11412.0
20336,11423.0
20339,11412.0
20341,11412.0
20344,11412.0
20346,11412.0
20347,11423.0
20349,11412.0
20350,11423.0
20351,11412.0
20352,11423.0
20353,11412.0
20354,11428.0
20356,11423.0
20359,11423.0
20362,11412.0
20363,11423.0
20368,11412.0
20369,11423.0
20370,11428.0
20371,11423.0
20372,11423.0
20374,11423.0
20375,11412.0
20377,11423.0
20378,11423.0
20379,11423.0
20380,11428.0
20381,11428.0
20382,11412.0
20383,11412.0
20385,11412.0
20387,11412.0
20388,11412.0
20389,11423.0
20390,11423.0
20391,11412.0
20392,11423.0
20396,11412.0
20398,11423.0
20399,11423.0
20401,11428.0
20402,11423.0
20404,11423.0
20406,11412.0
20408,11423.0
20409,11423.0
20410,11423.0
20412,11412.0
20415,11412.0
20416,11412.0
20417,11412.0
20418,11423.0
20419,11423.0
20420,11412.0
20421,11412.0
20422,11423.0
20424,11423.0
20425,11412.0
20426,11428.0
20427,11423.0
20430,11423.0
20431,11412.0
20436,11428.0
20437,11412.0
20438,11423.0
20439,11423.0
20440,11412.0
20441,11423.0
20442,11423.0
20443,11428.0
20444,11423.0
20445,11428.0
20446,11412.0
20448,11423.0
20449,11423.0
20451,11429.0
20452,11423.0
20456,11423.0
20457,11412.0
20459,11429.0
20464,11423.0
20466,11423.0
20468,11412.0
20469,11412.0
20470,11412.0
20472,11423.0
20474,11428.0
20475,11423.0
20478,11423.0
20479,11412.0
20480,11423.0
20481,11423.0
20482,11412.0
20483,11423.0
20487,11412.0
20489,11423.0
20490,11429.0
20491,11423.0
20492,11423.0
20493,11412.0
20494,11423.0
20496,11428.0
20498,11423.0
20499,11412.0
20500,11412.0
20501,11423.0
20502,11423.0
20503,11423.0
20505,11423.0
20507,11412.0
20511,11423.0
20512,11423.0
20513,11423.0
20514,11412.0
20515,11412.0
20516,11423.0
20517,11423.0
20518,11412.0
20520,11423.0
20521,11423.0
20522,11423.0
20525,11412.0
20526,11428.0
20527,11423.0
20530,11423.0
20531,11412.0
20532,11412.0
20536,11423.0
20537,11423.0
20540,11423.0
20542,11423.0
20543,11423.0
20544,11423.0
20547,11423.0
20548,11423.0
20549,11412.0
20553,11423.0
20555,11423.0
20556,11429.0
20559,11423.0
20561,11423.0
20564,11412.0
20565,11412.0
20566,11423.0
20567,11423.0
20569,11412.0
20575,11423.0
20578,11423.0
20582,11423.0
20583,11423.0
20584,11423.0
20585,11423.0
20586,11423.0
20587,11423.0
20588,11423.0
20589,11412.0
20590,11423.0
20593,11412.0
20594,11423.0
20595,11423.0
20596,11412.0
20599,11412.0
20600,11428.0
20604,11423.0
20605,11423.0
20606,11428.0
20608,11423.0
20609,11423.0
20610,11423.0
20611,11423.0
20612,11423.0
20615,11412.0
20617,11412.0
20619,11423.0
20620,11423.0
20622,11423.0
20623,11423.0
20624,11423.0
20625,11423.0
20626,11423.0
20627,11423.0
20629,11423.0
20630,11423.0
20633,11423.0
20634,11423.0
20635,11428.0
20636,11412.0
20637,11423.0
20638,11428.0
20639,11423.0
20643,11423.0
20644,11423.0
20645,11412.0
20646,11423.0
20648,11423.0
20649,11412.0
20650,11423.0
20654,11423.0
20655,11412.0
20659,11423.0
20662,11423.0
20663,11423.0
20665,11423.0
20673,11428.0
20674,11429.0
20676,11429.0
20678,11429.0
20680,11429.0
20681,11429.0
20683,11429.0
20688,11429.0
20689,11429.0
20692,11429.0
20693,11429.0
20694,11429.0
20700,11429.0
20701,11428.0
20702,11429.0
20703,11428.0
20706,11428.0
20708,11429.0
20709,11429.0
20711,11429.0
20712,11428.0
20714,11429.0
20715,11428.0
20717,11429.0
20719,11429.0
20720,11429.0
20721,11429.0
20722,11429.0
20723,11412.0
20725,11412.0
20726,11428.0
20728,11429.0
20730,11429.0
20733,11429.0
20735,11428.0
20739,11429.0
20740,11429.0
20741,11429.0
20744,11428.0
20745,11428.0
20750,11429.0
20751,11428.0
20752,11429.0
20756,11429.0
20759,11428.0
20760,11429.0
20761,11429.0
20762,11429.0
20764,11429.0
20765,11429.0
20766,11429.0
20767,11429.0
20768,11429.0
20770,11429.0
20771,11429.0
20772,11429.0
20773,11429.0
20775,11429.0
20776,11429.0
20777,11429.0
20779,11428.0
20782,11429.0
20783,11428.0
20784,11429.0
20785,11429.0
20788,11428.0
20791,11429.0
20792,11429.0
20793,11429.0
20798,11429.0
20801,11428.0
20802,11428.0
20804,11429.0
20805,11429.0
20806,11429.0
20809,11429.0
20811,11429.0
20814,11428.0
20815,11429.0
20816,11429.0
20817,11429.0
20819,11429.0
20820,11429.0
20821,11429.0
20824,11429.0
20827,11429.0
20828,11429.0
20829,11429.0
20830,11429.0
20831,11429.0
20832,11429.0
20834,11429.0
20835,11429.0
20836,11429.0
20842,11428.0
20846,11429.0
20848,11429.0
20850,11429.0
20851,11429.0
20852,11428.0
20853,11429.0
20855,11429.0
20857,11429.0
20859,11429.0
20860,11429.0
20861,11429.0
20862,11428.0
20864,11429.0
20865,11429.0
20866,11429.0
20867,11429.0
20868,11429.0
20870,11429.0
20871,11412.0
20874,11429.0
20876,11429.0
20878,11429.0
20879,11428.0
20882,11429.0
20883,11429.0
20885,11429.0
20886,11429.0
20887,11429.0
20888,11429.0
20889,11429.0
20890,11412.0
20892,11429.0
20893,11429.0
20895,11429.0
20896,11429.0
20898,11429.0
20899,11429.0
20901,11429.0
20904,11429.0
20905,11429.0
20906,11429.0
20908,11429.0
20909,11429.0
20910,11429.0
20913,11428.0
20916,11428.0
20917,11429.0
20918,11429.0
20919,11429.0
20920,11428.0
20922,11429.0
20926,11429.0
20928,11429.0
20932,11429.0
20933,11428.0
20935,11429.0
20936,11429.0
20939,11429.0
20940,11429.0
20944,11429.0
20945,11429.0
20946,11429.0
20947,11429.0
20949,11429.0
20950,11429.0
20951,11428.0
20954,11429.0
20957,11429.0
20958,11429.0
20960,11429.0
20965,11429.0
20966,11429.0
20967,11429.0
20969,11429.0
20970,11429.0
20971,11429.0
20973,11429.0
20974,11429.0
20975,11428.0
20979,11429.0
20980,11429.0
20981,11429.0
20982,11429.0
20983,11429.0
20986,11428.0
20989,11428.0
20990,11429.0
20991,11428.0
20992,11429.0
20993,11429.0
20994,11429.0
20997,11429.0
20999,11429.0
21000,11429.0
21003,11428.0
21005,11429.0
21006,11429.0
21009,11429.0
21011,11429.0
21012,11429.0
21013,11429.0
21015,11429.0
21019,11428.0
21020,11429.0
21021,11429.0
21023,11429.0
21024,11429.0
21025,11428.0
21026,11428.0
21028,11429.0
21030,11429.0
21031,11428.0
21033,11429.0
21034,11429.0
21036,11428.0
21037,11429.0
21038,11428.0
21039,11429.0
21040,11429.0
21041,11429.0
21042,11428.0
21043,11429.0
21044,11429.0
21047,11429.0
21054,11429.0
21055,11429.0
21056,11429.0
21057,11428.0
21060,11428.0
21062,11429.0
21064,11429.0
21065,11429.0
21066,11429.0
21069,11429.0
21070,11428.0
21073,11429.0
21074,11428.0
21075,11429.0
21077,11429.0
21079,11429.0
21081,11429.0
21082,11429.0
21083,10303.0
21085,10303.0
21086,10303.0
21087,10303.0
21089,10303.0
21090,10303.0
21091,10303.0
21092,10303.0
21093,10303.0
21094,10303.0
21095,10303.0
21096,10303.0
21097,10303.0
21104,10303.0
21106,10303.0
21107,10303.0
21109,10303.0
21110,10303.0
21112,10303.0
21113,10303.0
21114,10303.0
21115,10303.0
21116,10303.0
21117,10303.0
21118,10303.0
21119,10303.0
21120,10303.0
21121,10303.0
21122,10303.0
21126,10303.0
21129,10303.0
21132,10303.0
21135,10303.0
21136,10303.0
21137,10303.0
21138,10303.0
21139,10303.0
21140,10303.0
21141,10303.0
21144,10303.0
21145,10303.0
21146,10303.0
21147,10303.0
21148,10303.0
21149,10303.0
21150,10303.0
21151,10303.0
21152,10303.0
21153,10303.0
21154,10303.0
21155,10303.0
21156,10303.0
21157,10303.0
21158,10303.0
21159,10303.0
21160,10303.0
21161,10303.0
21162,10303.0
21163,10303.0
21164,10303.0
21165,10303.0
21166,10303.0
21167,10303.0
21168,10303.0
21170,10303.0
21171,10303.0
21172,10303.0
21173,10303.0
21174,10303.0
21175,10303.0
21176,10303.0
21177,10303.0
21178,10303.0
21179,10303.0
21181,10303.0
21182,10303.0
21183,10303.0
21184,10303.0
21185,10303.0
21186,10303.0
21187,10303.0
21188,10303.0
21189,10303.0
21190,10303.0
21191,10303.0
21193,10303.0
21197,10303.0
21198,10303.0
21200,10303.0
21201,10303.0
21202,10303.0
21203,10303.0
21204,10303.0
21206,10303.0
21207,10303.0
21208,10303.0
21209,10303.0
21211,10303.0
21212,10303.0
21213,10303.0
21214,10303.0
21215,10303.0
21216,10303.0
21217,10303.0
21218,10303.0
21220,10303.0
21223,10303.0
21224,10303.0
21226,10303.0
21227,10303.0
21229,10303.0
21230,10303.0
21232,10303.0
21233,10303.0
21235,10303.0
21236,10303.0
21237,10303.0
21238,10303.0
21240,10303.0
21242,10303.0
21243,10303.0
21244,10303.0
21245,10303.0
21246,10303.0
21247,10303.0
21248,10303.0
21251,10303.0
21252,10303.0
21253,10303.0
21254,10303.0
21255,10303.0
21256,10303.0
21257,10303.0
21259,10303.0
21261,10303.0
21263,10303.0
21264,10303.0
21265,10303.0
21267,10303.0
21268,10303.0
21270,10303.0
21271,10303.0
21272,10303.0
21273,10303.0
21274,10303.0
21275,10303.0
21276,10303.0
21278,10303.0
21279,10303.0
21280,10303.0
21281,10303.0
21282,10303.0
21283,10303.0
21284,10303.0
21285,10303.0
21287,10303.0
21288,10303.0
21289,10303.0
21290,10303.0
21293,10303.0
21295,10303.0
21296,10303.0
21297,10303.0
21298,10303.0
21299,10303.0
21300,10303.0
21301,10303.0
21302,10303.0
21303,10303.0
21305,10303.0
21307,10303.0
21308,10303.0
21309,10303.0
21310,10303.0
21312,10303.0
21313,10303.0
21314,10303.0
21316,10303.0
21318,10303.0
21319,10303.0
21320,10303.0
21321,10303.0
21322,10303.0
21324,10303.0
21327,10303.0
21329,10303.0
21330,10303.0
21332,10303.0
21333,10303.0
21334,10303.0
21335,10303.0
21336,10303.0
21340,10303.0
21341,10303.0
21342,10303.0
21343,10303.0
21344,10303.0
21345,10303.0
21346,10303.0
21347,10303.0
21348,10303.0
21349,10303.0
21351,10303.0
21352,10303.0
21353,10303.0
21354,10303.0
21355,10303.0
21357,10303.0
21361,10303.0
21362,10303.0
21363,10303.0
21364,10303.0
21365,10303.0
21367,10303.0
21368,10303.0
21369,10303.0
21371,10303.0
21373,10303.0
21374,10303.0
21375,10303.0
21376,10303.0
21377,10303.0
21378,10303.0
21379,10303.0
21380,10303.0
21382,10303.0
21385,10303.0
21386,10303.0
21387,10303.0
21388,10303.0
21390,10303.0
21392,10303.0
21393,10303.0
21394,10303.0
21396,10303.0
21399,10303.0
21401,10303.0
21402,10303.0
21403,10303.0
21404,10303.0
21405,10303.0
21407,10303.0
21408,10303.0
21410,10303.0
21411,10303.0
21412,10303.0
21414,10303.0
21415,10303.0
21416,10303.0
21417,10303.0
21418,10303.0
21419,10303.0
21420,10303.0
21421,10303.0
21422,10303.0
21423,10303.0
21425,10303.0
21427,10303.0
21428,10303.0
21429,10303.0
21430,10303.0
21431,10303.0
21432,10303.0
21435,10303.0
21436,10303.0
21437,10303.0
21438,10303.0
21439,10303.0
21440,10303.0
21441,10303.0
21443,10303.0
21444,10303.0
21445,10303.0
21446,10303.0
21449,10303.0
21450,10303.0
21452,10303.0
21453,10303.0
21454,10303.0
21455,10303.0
21456,10303.0
21457,10303.0
21458,10303.0
21459,10303.0
21461,10303.0
21463,10303.0
21464,10303.0
21466,10303.0
21469,10303.0
21470,10303.0
21471,10303.0
21472,10303.0
21478,10303.0
21479,10303.0
21480,10303.0
21481,10303.0
21484,10303.0
21486,10303.0
21487,10303.0
21488,10303.0
21490,10303.0
21492,10303.0
21494,10303.0
21495,10303.0
21496,10303.0
21499,10303.0
21500,10303.0
21504,10303.0
21505,10303.0
21506,10303.0
21507,10303.0
21509,10303.0
21510,10303.0
21511,10303.0
21512,10303.0
21513,10303.0
21514,10303.0
21515,10303.0
21516,10303.0
21517,10303.0
21518,10303.0
21519,10303.0
21520,10303.0
21522,10303.0
21523,10303.0
21524,10303.0
21525,10303.0
21526,10303.0
21527,10303.0
21528,10303.0
21530,10303.0
21533,10303.0
21534,10303.0
21539,10303.0
21541,10303.0
21543,10303.0
21544,10303.0
21545,10303.0
21547,10303.0
21550,10303.0
21551,10303.0
21552,10303.0
21554,10303.0
21555,10303.0
21556,10303.0
21558,10302.0
21561,10302.0
21562,10302.0
21563,10302.0
21564,10302.0
21565,10302.0
21566,10302.0
21567,10302.0
21568,10302.0
21569,10302.0
21570,10303.0
21571,10302.0
21573,10302.0
21574,10302.0
21575,10303.0
21576,10303.0
21577,10302.0
21578,10302.0
21579,10302.0
21580,10302.0
21581,10303.0
21582,10302.0
21583,10302.0
21584,10303.0
21585,10302.0
21586,10302.0
21587,10302.0
21588,10303.0
21591,10302.0
21592,10302.0
21593,10302.0
21595,10302.0
21596,10303.0
21597,10302.0
21600,10302.0
21601,10302.0
21602,10302.0
21606,10302.0
21609,10302.0
21610,10302.0
21611,10302.0
21612,10302.0
21613,10302.0
21615,10302.0
21616,10302.0
21617,10302.0
21619,10302.0
21620,10302.0
21621,10302.0
21623,10302.0
21624,10302.0
21627,10302.0
21628,10303.0
21629,10303.0
21631,10302.0
21633,10303.0
21634,10302.0
21635,10302.0
21636,10303.0
21637,10302.0
21638,10302.0
21639,10302.0
21640,10303.0
21641,10302.0
21642,10303.0
21643,10302.0
21645,10303.0
21646,10302.0
21647,10302.0
21648,10302.0
21649,10302.0
21650,10302.0
21652,10302.0
21654,10302.0
21655,10302.0
21656,10302.0
21657,10302.0
21658,10303.0
21659,10302.0
21660,10302.0
21661,10303.0
21662,10302.0
21663,10303.0
21664,10303.0
21665,10302.0
21667,10303.0
21668,10302.0
21670,10302.0
21671,10303.0
21672,10302.0
21674,10302.0
21675,10303.0
21676,10302.0
21680,10303.0
21681,10302.0
21682,10303.0
21683,10302.0
21684,10302.0
21685,10302.0
21686,10302.0
21687,10303.0
21689,10302.0
21690,10303.0
21691,10303.0
21692,10302.0
21693,10302.0
21695,10302.0
21696,10303.0
21698,10302.0
21699,10303.0
21704,10302.0
21705,10302.0
21706,10302.0
21707,10302.0
21708,10302.0
21709,10303.0
21710,10302.0
21711,10302.0
21712,10302.0
21713,10302.0
21714,10302.0
21715,10302.0
21716,10302.0
21717,10303.0
21718,10303.0
21719,10303.0
21720,10302.0
21721,10302.0
21722,10302.0
21723,10302.0
21724,10302.0
21725,10303.0
21726,10302.0
21729,10303.0
21730,10302.0
21731,10302.0
21734,10302.0
21735,10303.0
21736,10302.0
21739,10302.0
21740,10302.0
21742,10302.0
21744,10302.0
21746,10302.0
21747,10302.0
21748,10302.0
21749,10302.0
21750,10302.0
21752,10302.0
21753,10303.0
21755,10302.0
21756,10303.0
21760,10302.0
21761,10303.0
21762,10302.0
21764,10303.0
21765,10303.0
21767,10303.0
21768,10302.0
21769,10302.0
21771,10302.0
21774,10302.0
21775,10302.0
21776,10302.0
21778,10302.0
21779,10302.0
21780,10302.0
21781,10302.0
21783,10302.0
21784,10302.0
21787,10303.0
21788,10303.0
21789,10302.0
21790,10303.0
21791,10302.0
21792,10302.0
21793,10302.0
21794,10302.0
21795,10302.0
21796,10302.0
21797,10302.0
21798,10303.0
21799,10302.0
21800,10303.0
21802,10302.0
21803,10302.0
21804,10303.0
21805,10303.0
21806,10303.0
21808,10303.0
21810,10302.0
21811,10303.0
21812,10302.0
21813,10303.0
21814,10302.0
21815,10302.0
21817,10302.0
21818,10302.0
21819,10302.0
21821,10302.0
21824,10303.0
21831,10302.0
21832,10302.0
21833,10302.0
21834,10302.0
21835,10302.0
21836,10302.0
21837,10303.0
21838,10302.0
21839,10303.0
21840,10302.0
21844,10302.0
21846,10302.0
21847,10302.0
21849,10302.0
21850,10303.0
21852,10302.0
21855,10302.0
21856,10302.0
21857,10302.0
21858,10302.0
21859,10302.0
21861,10302.0
21862,10302.0
21863,10303.0
21865,10303.0
21867,10302.0
21869,10302.0
21873,10302.0
21874,10302.0
21876,10302.0
21877,10302.0
21878,10303.0
21879,10302.0
21880,10302.0
21883,10302.0
21884,10302.0
21885,10302.0
21886,10302.0
21887,10302.0
21889,10302.0
21890,10303.0
21891,10302.0
21893,10303.0
21895,10302.0
21896,10303.0
21897,10302.0
21899,10303.0
21900,10303.0
21904,10302.0
21905,10302.0
21906,10302.0
21909,10303.0
21910,10302.0
21915,10302.0
21916,10302.0
21918,10302.0
21920,10303.0
21921,10303.0
21922,10302.0
21924,10302.0
21928,10302.0
21929,10302.0
21930,10302.0
21932,10302.0
21934,10302.0
21938,10303.0
21939,10302.0
21940,10302.0
21941,10302.0
21942,10302.0
21943,10302.0
21944,10303.0
21945,10302.0
21946,10302.0
21947,10302.0
21948,10302.0
21949,10302.0
21950,10302.0
21951,10302.0
21953,10302.0
21954,10303.0
21955,10302.0
21956,10302.0
21957,10302.0
21958,10302.0
21959,10302.0
21960,10302.0
21961,10302.0
21963,10302.0
21964,10302.0
21965,10302.0
21966,10302.0
21967,10303.0
21968,10310.0
21969,10310.0
21970,10310.0
21972,10310.0
21973,10310.0
21974,10302.0
21975,10310.0
21976,10302.0
21977,10310.0
21978,10302.0
21979,10302.0
21980,10310.0
21981,10302.0
21982,10302.0
21983,10302.0
21984,10302.0
21985,10302.0
21986,10310.0
21987,10302.0
21988,10310.0
21989,10302.0
21991,10310.0
21992,10310.0
21995,10302.0
21996,10310.0
21998,10310.0
22001,10310.0
22003,10302.0
22004,10310.0
22007,10310.0
22009,10310.0
22010,10302.0
22014,10310.0
22015,10302.0
22016,10302.0
22017,10310.0
22018,10302.0
22019,10302.0
22020,10302.0
22021,10310.0
22022,10302.0
22023,10302.0
22025,10310.0
22026,10310.0
22027,10310.0
22028,10302.0
22031,10302.0
22032,10310.0
22033,10310.0
22034,10310.0
22035,10310.0
22036,10310.0
22038,10310.0
22039,10302.0
22040,10302.0
22042,10310.0
22044,10310.0
22046,10302.0
22048,10310.0
22049,10310.0
22050,10310.0
22053,10310.0
22054,10302.0
22055,10302.0
22056,10302.0
22057,10302.0
22058,10310.0
22060,10310.0
22061,10310.0
22062,10310.0
22064,10302.0
22065,10302.0
22066,10310.0
22067,10302.0
22068,10302.0
22070,10310.0
22071,10302.0
22073,10302.0
22074,10310.0
22076,10310.0
22077,10310.0
22079,10310.0
22080,10310.0
22081,10302.0
22082,10310.0
22084,10310.0
22085,10310.0
22086,10302.0
22087,10310.0
22088,10302.0
22089,10310.0
22090,10302.0
22091,10302.0
22092,10310.0
22095,10302.0
22096,10310.0
22097,10310.0
22098,10310.0
22099,10302.0
22100,10310.0
22101,10310.0
22103,10310.0
22106,10302.0
22107,10310.0
22108,10310.0
22110,10310.0
22111,10310.0
22114,10310.0
22117,10310.0
22118,10302.0
22120,10302.0
22121,10310.0
22122,10302.0
22123,10302.0
22124,10302.0
22125,10302.0
22126,10310.0
22127,10310.0
22128,10310.0
22129,10310.0
22131,10302.0
22133,10310.0
22134,10302.0
22139,10302.0
22140,10310.0
22142,10302.0
22143,10310.0
22145,10302.0
22147,10310.0
22148,10302.0
22149,10310.0
22150,10310.0
22151,10310.0
22152,10302.0
22156,10302.0
22157,10310.0
22159,10310.0
22162,10310.0
22163,10302.0
22164,10302.0
22165,10310.0
22166,10310.0
22167,10302.0
22168,10302.0
22169,10310.0
22170,10302.0
22171,10310.0
22172,10310.0
22174,10310.0
22175,10310.0
22178,10302.0
22179,10302.0
22180,10302.0
22181,10302.0
22182,10310.0
22186,10310.0
22187,10310.0
22188,10302.0
22189,10310.0
22190,10310.0
22191,10310.0
22192,10310.0
22194,10302.0
22195,10302.0
22196,10302.0
22197,10310.0
22198,10310.0
22200,10302.0
22201,10302.0
22203,10310.0
22204,10310.0
22205,10310.0
22206,10310.0
22207,10310.0
22209,10302.0
22210,10310.0
22211,10302.0
22212,10310.0
22214,10302.0
22215,10310.0
22216,10310.0
22217,10302.0
22218,10302.0
22219,10310.0
22220,10310.0
22221,10310.0
22222,10310.0
22224,10310.0
22225,10302.0
22226,10310.0
22227,10310.0
22228,10302.0
22230,10310.0
22231,10310.0
22232,10310.0
22234,10310.0
22236,10310.0
22237,10310.0
22238,10310.0
22240,10310.0
22241,10310.0
22243,10302.0
22244,10310.0
22245,10310.0
22246,10310.0
22247,10310.0
22248,10310.0
22249,10310.0
22250,10310.0
22251,10302.0
22252,10310.0
22253,10310.0
22254,10310.0
22256,10302.0
22257,10302.0
22258,10310.0
22260,10310.0
22261,10310.0
22262,10302.0
22264,10310.0
22266,10302.0
22267,10310.0
22269,10310.0
22271,10310.0
